date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:10	27213/27213	---MCZ	200	added ('OK')	text/html	etag:W/%2263832bed-6a4d%22	https://htmldemo.net/koncrete/koncrete/blog-details-right-sidebar.html	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/blog-details-right-sidebar.html	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:12	20971/20971	---MCZ	200	added ('OK')	text/html	etag:W/%2263832bf4-51eb%22	https://htmldemo.net/koncrete/koncrete/contact.html	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/contact.html	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:19	263625/263625	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:12%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/hero/hero-1.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/hero/hero-1.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:22	353739/353739	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:14%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/hero/hero-2.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/hero/hero-2.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:22	2174/2174	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:22%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/feature-1.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/feature-1.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:23	64642/64642	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:21%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/about/about-3.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/about/about-3.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:23	2061/2061	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:25%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/feature-2.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/feature-2.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:24	1755/1755	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:25%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/feature-3.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/feature-3.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:24	2350/2350	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:25%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-1.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-1.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:24	2479/2479	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:26%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-2.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-2.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:25	1980/1980	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:26%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-3.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-3.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:25	2249/2249	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:27%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-4.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-4.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:26	2210/2210	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:27%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-5.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-5.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:26	2143/2143	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:28%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/service-6.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/service-6.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:28	2000/2000	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:29%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-project.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-project.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:28	2021/2021	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:29%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-clients.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-clients.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:30	1869/1869	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:30%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-success.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-success.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:31	2155/2155	---MC-	200	added ('OK')	image/png	date:Fri,%2002%20Jun%202023%2008:23:32%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-award.png	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/icons/funfact-award.png	(from https://htmldemo.net/koncrete/koncrete/index.html)
